ID_servicio,Fecha_solicitud,Ciudad,Tipo_servicio,Canal,Tecnico_id,Antiguedad_tecnico_meses,Tiempo_respuesta_horas,Duracion_servicio_min,Costo_repuestos,Valor_servicio,Reproceso,Satisfaccion,Estado
S110946,2025-12-10,Barranquilla,Mantenimiento,Call center,T057,81.0,20.8,50.0,30200.0,84000.0,0,4.0,Cancelado
S109033,2025-09-12,Barranquilla,Instalación,App,T016,62.0,13.0,147.0,122900.0,237000.0,0,5.0,Completado
S100971,2024-08-15,Barranquilla,Mantenimiento,Web,T013,13.0,24.6,44.0,28700.0,120000.0,0,4.0,Completado
S111795,2026-01-12,Barranquilla,Reparación,App,T001,26.0,18.9,95.0,43700.0,239000.0,0,5.0,Completado
S102721,2024-11-18,Valledupar,Instalación,Call center,T024,24.0,15.0,165.0,74000.0,412000.0,0,4.0,Completado
S109938,2025-10-27,Sincelejo,Instalación,Web,T092,0.0,18.8,127.0,108600.0,333000.0,0,4.0,Completado
S103120,2024-12-05,Cartagena,Reparación,App,T020,31.0,7.5,63.0,150600.0,167000.0,0,5.0,Completado
S103647,2024-12-21,Santa Marta,Reparación,Web,T031,37.0,12.2,87.0,6100.0,,0,5.0,Completado
S108401,2025-08-07,Barranquilla,Mantenimiento,Call center,T068,69.0,20.8,88.0,2000.0,92000.0,0,5.0,Completado
S106509,2025-05-13,Valledupar,Instalación,App,T062,26.0,8.1,182.0,61200.0,378000.0,0,4.0,Completado
S103374,2024-12-12,Barranquilla,Reparación,App,T057,69.0,9.0,95.0,132000.0,117000.0,0,5.0,Completado
S100261,2024-07-11,Cartagena,Instalación,Web,T003,48.0,6.7,94.0,28700.0,265000.0,0,5.0,Completado
S114824,2026-06-11,Santa Marta,Reparación,App,T014,39.0,20.3,87.0,21200.0,179000.0,0,5.0,Reprogramado
S110325,2025-11-17,Sincelejo,Garantía,Call center,T092,1.0,14.0,125.0,138300.0,0.0,0,4.0,Cancelado
S110818,2025-12-06,Valledupar,Reparación,App,T061,29.0,21.4,118.0,206500.0,198000.0,0,5.0,Completado
S115187,2026-06-25,Barranquilla,Reparación,Call center,T095,11.0,19.3,131.0,98100.0,144000.0,0,4.0,Reprogramado
S106283,2025-04-30,Santa Marta,Instalación,Web,T019,30.0,4.4,102.0,56800.0,390000.0,0,4.0,Completado
S113159,2026-03-20,Santa Marta,Reparación,Call center,T069,32.0,28.8,107.0,54300.0,219000.0,0,4.0,Completado
S102477,2024-11-05,Valledupar,Mantenimiento,App,T062,20.0,11.3,56.0,3000.0,97000.0,1,3.0,Completado
S102980,2024-11-30,Santa Marta,Reparación,Presencial,T059,37.0,17.9,53.0,,185000.0,0,4.0,Completado
S105846,2025-04-07,Valledupar,Reparación,Web,T052,21.0,13.1,119.0,35000.0,184000.0,0,4.0,Completado
S114850,2026-06-12,Santa Marta,Garantía,Call center,T102,2.0,18.6,140.0,44300.0,0.0,0,5.0,Completado
S104225,2025-01-13,Santa Marta,Reparación,App,T067,62.0,5.1,102.0,68900.0,166000.0,0,4.0,Completado
S109124,2025-09-16,Valledupar,Reparación,Web,T044,78.0,10.1,111.0,104400.0,134000.0,0,4.0,Completado
S105010,2025-02-21,Barranquilla,Instalación,Presencial,T043,19.0,14.8,228.0,63200.0,228000.0,0,4.0,Completado
S106820,2025-05-29,Cartagena,Garantía,Web,T020,37.0,8.9,124.0,92500.0,0.0,0,5.0,Reprogramado
S101030,2024-08-18,Valledupar,Mantenimiento,Call center,T026,27.0,40.9,74.0,16800.0,118000.0,0,3.0,Completado
S110667,2025-12-01,Barranquilla,Reparación,App,T030,65.0,18.1,154.0,40200.0,233000.0,0,5.0,Completado
S102628,2024-11-13,Santa Marta,Reparación,App,T067,60.0,23.2,84.0,39100.0,98000.0,0,5.0,Completado
S107798,2025-07-10,Sincelejo,Reparación,Web,T040,20.0,,112.0,39700.0,217000.0,0,4.0,Reprogramado
S111053,2025-12-15,Santa Marta,Instalación,Call center,T065,73.0,17.2,157.0,85300.0,102000.0,0,4.0,Completado
S110242,2025-11-12,Sincelejo,Reparación,App,T011,64.0,7.2,79.0,41400.0,231000.0,0,4.0,Completado
S107806,2025-07-11,Valledupar,Reparación,Presencial,T061,24.0,13.5,130.0,25100.0,234000.0,0,5.0,Completado
S108503,2025-08-13,Barranquilla,Garantía,App,T053,21.0,17.4,140.0,108700.0,0.0,0,5.0,Completado
S101720,2024-09-25,Barranquilla,Mantenimiento,App,T068,58.0,32.4,51.0,15800.0,81000.0,0,4.0,Completado
S102344,2024-10-28,Valledupar,Garantía,App,T024,23.0,16.9,190.0,121000.0,0.0,0,5.0,Cancelado
S110729,2025-12-03,Sincelejo,Reparación,Web,T040,25.0,16.3,93.0,79900.0,176000.0,0,4.0,Completado
S115072,2026-06-21,Montería,Mantenimiento,App,T070,50.0,45.5,60.0,32500.0,100000.0,0,4.0,Completado
S112297,2026-02-05,Barranquilla,Instalación,Web,T001,27.0,9.8,85.0,4600.0,263000.0,0,5.0,Completado
S114200,2026-05-12,Montería,Reparación,Call center,T006,34.0,35.1,112.0,231100.0,114000.0,0,4.0,Completado
S101785,2024-09-29,Valledupar,Reparación,Presencial,T008,75.0,27.2,94.0,142900.0,110000.0,0,4.0,Completado
S101565,2024-09-16,Valledupar,Reparación,Call center,T062,18.0,26.5,154.0,100900.0,166000.0,0,4.0,Cancelado
S101074,2024-08-21,Montería,Reparación,Call center,T070,27.0,23.0,103.0,125600.0,234000.0,0,4.0,Completado
S107267,2025-06-18,Montería,Reparación,Web,T046,31.0,25.9,46.0,16800.0,154000.0,0,5.0,Completado
S103811,2024-12-26,Barranquilla,Reparación,Web,T018,31.0,,47.0,126800.0,173000.0,0,4.0,Completado
S101927,2024-10-07,Santa Marta,Instalación,App,T014,19.0,10.8,184.0,26900.0,254000.0,0,5.0,Completado
S114806,2026-06-10,Cartagena,Reparación,Presencial,T007,35.0,10.3,78.0,58700.0,180000.0,0,5.0,Completado
S105980,2025-04-14,Sincelejo,Instalación,App,T004,29.0,11.5,166.0,65000.0,392000.0,0,,Completado
S113310,2026-03-26,Valledupar,Reparación,App,T061,33.0,12.4,68.0,17900.0,238000.0,0,,Completado
S112324,2026-02-06,Santa Marta,Instalación,Call center,T059,51.0,8.5,158.0,65000.0,374000.0,0,4.0,Completado
S107639,2025-07-04,Cartagena,Instalación,Call center,T105,6.0,27.2,169.0,65700.0,292000.0,0,4.0,Completado
S112211,2026-01-31,Cartagena,Mantenimiento,App,T039,75.0,24.5,77.0,4400.0,107000.0,0,4.0,Completado
S107017,2025-06-06,Barranquilla,Reparación,App,T068,67.0,19.5,72.0,53600.0,152000.0,0,4.0,Completado
S114111,2026-05-07,Valledupar,Instalación,Call center,T008,94.0,14.5,258.0,122400.0,391000.0,0,5.0,Completado
S106530,2025-05-14,Santa Marta,Reparación,Web,T009,50.0,16.8,75.0,4500.0,232000.0,0,4.0,Completado
S108979,2025-09-09,Montería,Mantenimiento,Web,T075,0.0,19.9,38.0,10900.0,111000.0,1,2.0,Reprogramado
S100709,2024-08-01,Barranquilla,Reparación,App,T045,17.0,13.2,114.0,3400.0,206000.0,1,3.0,Completado
S103038,2024-12-03,Valledupar,Reparación,Presencial,T052,17.0,4.0,92.0,4600.0,233000.0,0,5.0,Completado
S114553,2026-05-31,Barranquilla,Instalación,App,T098,0.0,24.5,114.0,45700.0,266000.0,0,4.0,Completado
S106158,2025-04-23,Barranquilla,Instalación,Call center,T045,25.0,31.1,178.0,82200.0,374000.0,0,4.0,Completado
S107688,2025-07-06,Sincelejo,Mantenimiento,App,T040,20.0,29.4,32.0,,75000.0,0,4.0,Completado
S105860,2025-04-07,Valledupar,Reparación,App,T061,21.0,9.0,87.0,47300.0,202000.0,0,4.0,Completado
S109636,2025-10-13,Barranquilla,Reparación,App,T057,79.0,9.6,77.0,32700.0,202000.0,0,5.0,Completado
S108668,2025-08-21,Montería,Instalación,App,T006,25.0,36.1,76.0,34000.0,298000.0,0,4.0,Completado
S108636,2025-08-20,Montería,Garantía,Web,T049,45.0,62.4,138.0,132700.0,0.0,0,3.0,Completado
S100176,2024-07-08,Santa Marta,Garantía,Call center,T067,56.0,19.9,106.0,70700.0,0.0,0,4.0,Completado
S114535,2026-05-30,Sincelejo,Mantenimiento,Presencial,T081,0.0,34.9,78.0,75200.0,108000.0,1,2.0,Completado
S108696,2025-08-22,Montería,Mantenimiento,Call center,T064,61.0,33.8,70.0,4900.0,97000.0,0,4.0,Completado
S103981,2024-12-31,Valledupar,Instalación,Call center,T052,18.0,14.0,105.0,151100.0,355000.0,0,5.0,Completado
S113225,2026-03-24,Santa Marta,Reparación,Web,T010,77.0,7.2,127.0,100300.0,171000.0,0,4.0,Completado
S100719,2024-08-01,Montería,Mantenimiento,App,T055,9.0,44.6,56.0,2400.0,121000.0,0,3.0,Completado
S102622,2024-11-12,Santa Marta,Instalación,Web,T051,24.0,5.3,222.0,92600.0,225000.0,0,5.0,Completado
S101793,2024-09-30,Valledupar,Garantía,Presencial,T061,15.0,3.8,138.0,16800.0,0.0,0,4.0,Completado
S104419,2025-01-22,Barranquilla,Instalación,App,T043,18.0,21.6,154.0,38200.0,236000.0,0,4.0,Completado
S102091,2024-10-15,Sincelejo,Reparación,Presencial,T004,23.0,12.1,138.0,149100.0,217000.0,0,4.0,Reprogramado
S114042,2026-05-03,Santa Marta,Mantenimiento,Presencial,T067,78.0,26.6,75.0,2200.0,57000.0,0,5.0,Reprogramado
S108923,2025-09-05,Barranquilla,Instalación,Web,T068,70.0,23.5,203.0,90700.0,319000.0,0,4.0,Completado
S109866,2025-10-24,Montería,Instalación,Presencial,T091,5.0,49.5,149.0,150500.0,249000.0,0,4.0,Completado
S100307,2024-07-13,Barranquilla,Instalación,Web,T043,12.0,18.5,92.0,23000.0,317000.0,0,4.0,Completado
S107181,2025-06-14,Barranquilla,Instalación,Web,T077,0.0,43.5,151.0,48800.0,266000.0,0,3.0,Completado
S108842,2025-09-01,Cartagena,Instalación,Web,T002,62.0,10.1,135.0,4100.0,360000.0,0,5.0,Completado
S106212,2025-04-26,Barranquilla,Garantía,Presencial,T053,17.0,23.7,96.0,43500.0,0.0,0,4.0,Completado
S113431,2026-04-02,Valledupar,Reparación,Call center,T008,93.0,9.3,91.0,71700.0,265000.0,0,5.0,Completado
S109881,2025-10-24,Barranquilla,Reparación,Call center,T104,10.0,27.4,94.0,57600.0,131000.0,0,4.0,Cancelado
S101439,2024-09-09,Barranquilla,Reparación,App,T043,14.0,12.5,98.0,82200.0,256000.0,0,4.0,Completado
S107674,2025-07-05,Santa Marta,Instalación,App,T041,68.0,33.5,69.0,55600.0,198000.0,0,4.0,Completado
S111868,2026-01-15,Barranquilla,Garantía,Web,T104,12.0,23.1,137.0,266700.0,0.0,0,4.0,Completado
S102664,2024-11-15,Barranquilla,Instalación,Web,T001,12.0,11.7,203.0,36600.0,223000.0,0,4.0,Completado
S112192,2026-01-30,Sincelejo,Instalación,App,T085,8.0,35.9,101.0,48700.0,419000.0,0,4.0,Completado
S101267,2024-08-31,Sincelejo,Instalación,Web,T063,42.0,24.3,42.0,81500.0,363000.0,0,3.0,Completado
S109954,2025-10-28,Cartagena,Garantía,App,T002,64.0,11.1,88.0,63200.0,0.0,0,5.0,Completado
S101808,2024-09-30,Valledupar,Reparación,Presencial,T052,15.0,7.1,70.0,273200.0,175000.0,0,4.0,Completado
S109692,2025-10-15,Cartagena,Instalación,App,T017,87.0,30.9,,50500.0,310000.0,0,3.0,Completado
S100398,2024-07-17,Cartagena,Instalación,App,T002,48.0,13.4,200.0,13800.0,286000.0,0,4.0,Completado
S110402,2025-11-19,Barranquilla,Reparación,App,T078,10.0,20.1,64.0,66300.0,141000.0,1,3.0,Completado
S100802,2024-08-06,Montería,Reparación,App,T049,33.0,42.2,164.0,34200.0,194000.0,0,,Completado
S113834,2026-04-22,Cartagena,Instalación,Call center,T096,12.0,20.3,139.0,43500.0,274000.0,0,4.0,Completado
S115237,2026-06-28,Montería,Instalación,App,T064,72.0,53.8,171.0,40900.0,305000.0,0,3.0,Completado
S114668,2026-06-04,Santa Marta,Reparación,App,T069,35.0,22.2,147.0,104500.0,217000.0,0,4.0,Completado
S100567,2024-07-25,Santa Marta,Reparación,App,T058,40.0,11.2,67.0,64900.0,164000.0,0,5.0,Completado
S111321,2025-12-23,Valledupar,Mantenimiento,Presencial,T087,9.0,29.9,81.0,4400.0,91000.0,0,4.0,Completado
S108419,2025-08-07,Santa Marta,Reparación,Call center,T014,29.0,16.6,63.0,64800.0,97000.0,0,4.0,Completado
S110534,2025-11-25,Barranquilla,Instalación,Call center,T068,73.0,19.6,146.0,40400.0,251000.0,0,5.0,Completado
S110094,2025-11-04,Valledupar,Instalación,Call center,T060,56.0,13.5,144.0,92400.0,246000.0,0,,Completado
S111781,2026-01-12,Cartagena,Reparación,Call center,T017,90.0,16.4,35.0,75400.0,191000.0,0,4.0,Completado
S103724,2024-12-24,Valledupar,Reparación,Web,T060,45.0,2.8,146.0,63100.0,153000.0,0,5.0,Completado
S111645,2026-01-03,Santa Marta,Instalación,App,T036,44.0,36.7,80.0,75400.0,277000.0,0,3.0,Completado
S103792,2024-12-25,Santa Marta,Instalación,Web,T010,61.0,9.2,143.0,104900.0,359000.0,1,3.0,Completado
S101418,2024-09-07,Santa Marta,Mantenimiento,Web,T042,22.0,27.2,65.0,14000.0,101000.0,0,5.0,Completado
S101281,2024-09-01,Cartagena,Reparación,Call center,T048,42.0,17.0,131.0,24400.0,181000.0,0,4.0,Completado
S100933,2024-08-13,Cartagena,Garantía,Call center,T047,27.0,18.4,84.0,19900.0,0.0,0,4.0,Cancelado
S106930,2025-06-03,Valledupar,Garantía,Presencial,T005,59.0,18.2,73.0,40000.0,0.0,0,5.0,Cancelado
S100258,2024-07-11,Santa Marta,Reparación,App,T025,40.0,8.5,92.0,79400.0,200000.0,0,5.0,Completado
S104693,2025-02-05,Valledupar,Reparación,Presencial,T044,71.0,15.0,77.0,30300.0,193000.0,0,5.0,Completado
S113436,2026-04-02,Sincelejo,Reparación,Call center,T040,29.0,23.9,106.0,44300.0,152000.0,0,4.0,Cancelado
S104028,2025-01-02,Santa Marta,Mantenimiento,Web,T042,26.0,35.5,89.0,15000.0,110000.0,0,4.0,Completado
S100062,2024-07-03,Valledupar,Garantía,App,T061,12.0,21.7,147.0,24400.0,0.0,0,4.0,Completado
S113460,2026-04-03,Sincelejo,Reparación,Web,T092,6.0,13.2,102.0,212500.0,151000.0,1,3.0,Completado
S114053,2026-05-04,Montería,Instalación,App,T070,48.0,25.6,196.0,68400.0,195000.0,0,4.0,Reprogramado
S111502,2025-12-29,Sincelejo,Reparación,Call center,T092,2.0,17.7,72.0,55400.0,138000.0,0,4.0,Completado
S103236,2024-12-08,Valledupar,Reparación,App,T062,21.0,17.7,91.0,245400.0,189000.0,0,4.0,Completado
S111317,2025-12-23,Sincelejo,Instalación,Call center,T004,38.0,33.3,136.0,44500.0,405000.0,0,4.0,Completado
S103649,2024-12-21,Barranquilla,Instalación,App,T066,77.0,24.0,250.0,55000.0,310000.0,0,4.0,Reprogramado
S105693,2025-03-31,Cartagena,Instalación,App,T073,0.0,9.8,56.0,81600.0,335000.0,0,5.0,Completado
S103134,2024-12-05,Barranquilla,Instalación,Call center,T021,77.0,6.7,132.0,106000.0,232000.0,0,5.0,Completado
S113733,2026-04-17,Barranquilla,Instalación,Web,T057,85.0,12.2,184.0,57600.0,367000.0,0,4.0,Completado
S114767,2026-06-08,Sincelejo,Garantía,App,T072,21.0,41.3,129.0,76300.0,0.0,0,4.0,Completado
S108046,2025-07-22,Santa Marta,Reparación,Web,T067,68.0,16.4,95.0,87100.0,251000.0,0,5.0,Completado
S101038,2024-08-19,Barranquilla,Instalación,Web,T032,41.0,10.9,153.0,17600.0,333000.0,0,5.0,Completado
S111604,2026-01-01,Santa Marta,Instalación,Call center,T065,74.0,15.1,199.0,260900.0,400000.0,0,4.0,Completado
S108789,2025-08-28,Barranquilla,Mantenimiento,Web,T057,78.0,12.2,94.0,6300.0,92000.0,0,5.0,Completado
S112027,2026-01-22,Santa Marta,Instalación,App,T031,51.0,24.6,134.0,184100.0,244000.0,0,4.0,Completado
S110023,2025-10-31,Cartagena,Mantenimiento,App,T054,36.0,43.6,60.0,1000.0,99000.0,0,4.0,Completado
S104493,2025-01-26,Santa Marta,Reparación,App,T010,62.0,29.6,89.0,167200.0,141000.0,0,4.0,Completado
S108565,2025-08-15,Montería,Instalación,Call center,T046,33.0,51.3,140.0,175000.0,299000.0,1,1.0,Completado
S103103,2024-12-04,Valledupar,Instalación,App,T005,53.0,13.5,151.0,39700.0,357000.0,0,4.0,Completado
S102633,2024-11-13,Barranquilla,Reparación,Call center,T053,12.0,26.1,63.0,73100.0,124000.0,0,4.0,Completado
S104349,2025-01-18,Barranquilla,Garantía,Call center,T030,54.0,51.6,69.0,73500.0,0.0,0,3.0,Cancelado
S104288,2025-01-16,Santa Marta,Mantenimiento,Presencial,T051,26.0,61.3,65.0,4100.0,84000.0,0,4.0,Completado
S103783,2024-12-25,Santa Marta,Instalación,App,T051,25.0,22.2,118.0,130000.0,369000.0,0,4.0,Completado
S113949,2026-04-28,Barranquilla,Garantía,App,T066,94.0,4.2,62.0,1768448.0,0.0,0,5.0,Completado
S109906,2025-10-26,Cartagena,Garantía,App,T048,56.0,22.9,112.0,41800.0,0.0,1,2.0,Reprogramado
S110275,2025-11-14,Santa Marta,Reparación,App,T059,48.0,9.7,139.0,242000.0,127000.0,0,4.0,Completado
S110352,2025-11-18,Cartagena,Garantía,Web,T082,1.0,16.3,91.0,107400.0,0.0,1,3.0,Completado
S108656,2025-08-21,Cartagena,Reparación,Presencial,T073,5.0,4.4,89.0,42500.0,245000.0,0,5.0,Completado
S103919,2024-12-30,Sincelejo,Instalación,Call center,T072,4.0,12.2,172.0,28900.0,261000.0,0,5.0,Completado
S111996,2026-01-21,Santa Marta,Mantenimiento,Presencial,T042,38.0,45.4,68.0,15700.0,83000.0,0,5.0,Reprogramado
S100030,2024-07-02,Valledupar,Garantía,Presencial,T008,72.0,6.6,50.0,98100.0,0.0,0,5.0,Completado
S100858,2024-08-09,Santa Marta,Instalación,Web,T010,57.0,22.6,147.0,55100.0,332000.0,0,4.0,Completado
S113193,2026-03-22,Barranquilla,Garantía,Call center,T090,3.0,21.3,169.0,128300.0,0.0,1,3.0,Completado
S103092,2024-12-04,Santa Marta,Reparación,Call center,T041,61.0,42.2,99.0,337700.0,206000.0,0,4.0,Completado
S103462,2024-12-16,Santa Marta,Instalación,Call center,T009,45.0,11.6,120.0,30000.0,418000.0,0,4.0,Cancelado
S101631,2024-09-20,Santa Marta,Mantenimiento,Presencial,T042,22.0,9.5,65.0,3200.0,106000.0,0,4.0,Completado
S101044,2024-08-19,Valledupar,Mantenimiento,Presencial,T060,41.0,4.0,35.0,4400.0,77000.0,0,5.0,Completado
S102143,2024-10-17,Valledupar,Instalación,Call center,T026,29.0,11.7,157.0,133000.0,301000.0,0,5.0,Completado
S107942,2025-07-17,Montería,Instalación,Call center,T091,1.0,29.6,171.0,15300.0,347000.0,0,4.0,Completado
S100269,2024-07-11,Montería,Instalación,App,T006,12.0,30.3,161.0,89000.0,462000.0,0,4.0,Completado
S103249,2024-12-09,Santa Marta,Reparación,Presencial,T025,45.0,12.1,107.0,125200.0,147000.0,0,,Completado
S106454,2025-05-09,Barranquilla,Instalación,App,T016,58.0,31.3,152.0,40000.0,277000.0,0,4.0,Cancelado
S113700,2026-04-15,Sincelejo,Instalación,Call center,T004,41.0,23.1,84.0,,346000.0,0,4.0,Completado
S103833,2024-12-27,Barranquilla,Instalación,App,T030,53.0,19.4,107.0,243900.0,288000.0,0,4.0,Completado
S111829,2026-01-14,Cartagena,Mantenimiento,Call center,T012,44.0,45.4,58.0,2000.0,83000.0,0,4.0,Completado
S107279,2025-06-18,Valledupar,Reparación,Call center,T052,23.0,22.6,105.0,38900.0,248000.0,0,4.0,Completado
S108300,2025-08-03,Cartagena,Reparación,App,T020,39.0,11.0,107.0,302300.0,263000.0,0,4.0,Completado
S104412,2025-01-22,Santa Marta,Mantenimiento,App,T051,26.0,25.8,87.0,19100.0,88000.0,0,4.0,Reprogramado
S103987,2025-01-01,Cartagena,Instalación,Call center,T020,32.0,15.9,191.0,88800.0,357000.0,0,4.0,Completado
S112939,2026-03-09,Barranquilla,Mantenimiento,Call center,T045,36.0,8.6,61.0,29600.0,67000.0,0,5.0,Reprogramado
S100616,2024-07-28,Valledupar,Reparación,Call center,T060,40.0,28.3,78.0,47100.0,122000.0,0,4.0,Cancelado
S110405,2025-11-20,Barranquilla,Instalación,App,T043,28.0,10.1,213.0,65500.0,405000.0,0,5.0,Cancelado
S102723,2024-11-18,Cartagena,Reparación,App,T035,24.0,23.6,85.0,44900.0,158000.0,0,4.0,Completado
S113215,2026-03-23,Cartagena,Instalación,Call center,T096,11.0,14.1,176.0,66200.0,365000.0,0,5.0,Completado
S113218,2026-03-23,Cartagena,Garantía,App,T082,5.0,16.7,105.0,75400.0,0.0,1,3.0,Completado
S104190,2025-01-12,Valledupar,Reparación,Web,T024,26.0,33.9,118.0,48000.0,180000.0,0,4.0,Reprogramado
S106642,2025-05-20,Cartagena,Instalación,Call center,T017,82.0,11.6,110.0,161900.0,243000.0,0,4.0,Completado
S113315,2026-03-27,Sincelejo,Instalación,Web,T004,41.0,13.2,118.0,76700.0,342000.0,0,4.0,Completado
S108535,2025-08-14,Cartagena,Reparación,App,T015,29.0,8.1,67.0,107600.0,211000.0,0,5.0,Completado
S107748,2025-07-09,Sincelejo,Reparación,Call center,T011,60.0,21.0,123.0,68100.0,161000.0,0,4.0,Completado
S111576,2025-12-31,Montería,Instalación,Presencial,T046,38.0,23.7,67.0,68400.0,228000.0,0,4.0,Completado
S108317,2025-08-04,Sincelejo,Instalación,Call center,T022,77.0,29.3,89.0,45600.0,350000.0,0,4.0,Completado
S112508,2026-02-15,Cartagena,Instalación,Call center,T028,67.0,44.4,118.0,33200.0,336000.0,0,3.0,Completado
S113906,2026-04-26,Santa Marta,Mantenimiento,App,T036,48.0,30.5,60.0,17800.0,88000.0,0,4.0,Completado
S104667,2025-02-04,Barranquilla,Instalación,Call center,T068,63.0,32.8,65.0,51000.0,386000.0,0,4.0,Completado
S101546,2024-09-15,Santa Marta,Instalación,Call center,T019,22.0,25.0,136.0,50000.0,300000.0,0,3.0,Completado
S109389,2025-10-01,Barranquilla,Reparación,Call center,T077,4.0,9.5,91.0,115300.0,80000.0,1,3.0,Completado
S109862,2025-10-23,Cartagena,Reparación,App,T086,0.0,28.7,35.0,37500.0,149000.0,0,4.0,Reprogramado
S107544,2025-07-01,Montería,Mantenimiento,Call center,T006,24.0,57.0,56.0,3700.0,91000.0,0,,Completado
S105216,2025-03-05,Sincelejo,Instalación,Web,T072,6.0,3.3,120.0,93100.0,319000.0,0,5.0,Completado
S114353,2026-05-20,Barranquilla,Reparación,App,T030,70.0,18.1,24.0,47400.0,137000.0,0,4.0,Completado
S101124,2024-08-23,Valledupar,Reparación,Call center,T052,13.0,54.1,44.0,59500.0,162000.0,0,4.0,Completado
S103990,2025-01-01,Cartagena,Garantía,Presencial,T039,62.0,13.9,158.0,61600.0,0.0,0,4.0,Completado
S105948,2025-04-11,Barranquilla,Reparación,Presencial,T066,81.0,9.5,104.0,34600.0,192000.0,0,4.0,Completado
S114416,2026-05-23,Barranquilla,Instalación,Call center,T095,10.0,25.0,176.0,114600.0,407000.0,0,5.0,Completado
S102466,2024-11-04,Santa Marta,Reparación,Call center,T019,24.0,12.6,64.0,76300.0,158000.0,0,4.0,Completado
S111613,2026-01-01,Montería,Garantía,App,T046,38.0,40.0,97.0,57200.0,0.0,0,3.0,Completado
S101277,2024-09-01,Barranquilla,Mantenimiento,Presencial,T056,34.0,24.1,70.0,3900.0,119000.0,0,4.0,Completado
S103419,2024-12-13,Santa Marta,Mantenimiento,Presencial,T010,61.0,8.8,44.0,2200.0,50000.0,0,4.0,Completado
S101920,2024-10-07,Barranquilla,Reparación,Call center,T045,19.0,16.6,135.0,44100.0,185000.0,0,5.0,Completado
S102445,2024-11-03,Santa Marta,Instalación,App,T009,44.0,29.6,107.0,94900.0,262000.0,0,3.0,Completado
S107053,2025-06-08,Cartagena,Instalación,Web,T096,1.0,22.9,107.0,95900.0,342000.0,0,3.0,Completado
S107959,2025-07-17,Cartagena,Mantenimiento,App,T048,52.0,10.4,47.0,13900.0,123000.0,0,5.0,Completado
S111295,2025-12-22,Sincelejo,Reparación,Presencial,T050,89.0,32.7,129.0,27000.0,257000.0,0,4.0,Reprogramado
S108284,2025-08-01,Cartagena,Instalación,App,T101,11.0,26.1,205.0,84800.0,232000.0,0,5.0,Completado
S114296,2026-05-18,Cartagena,Instalación,Presencial,T017,94.0,29.3,183.0,26900.0,295000.0,0,4.0,Completado
S100341,2024-07-15,Santa Marta,Instalación,App,T065,56.0,12.1,121.0,147500.0,433000.0,0,5.0,Completado
S105119,2025-02-27,Sincelejo,Instalación,Web,T050,80.0,19.0,139.0,42100.0,260000.0,0,4.0,Completado
S102691,2024-11-16,Valledupar,Instalación,Web,T062,20.0,31.6,88.0,106600.0,314000.0,1,2.0,Completado
S113456,2026-04-03,Montería,Reparación,Web,T103,14.0,44.2,105.0,54400.0,173000.0,0,4.0,Completado
S102021,2024-10-11,Montería,Reparación,Web,T046,23.0,26.4,115.0,95700.0,292000.0,0,4.0,Cancelado
S112020,2026-01-22,Barranquilla,Reparación,Call center,T032,59.0,12.6,76.0,54200.0,167000.0,0,4.0,Completado
S104120,2025-01-08,Valledupar,Reparación,App,T024,26.0,54.0,103.0,104200.0,162000.0,0,4.0,Completado
S108816,2025-08-30,Cartagena,Instalación,Web,T047,40.0,34.1,158.0,188900.0,255000.0,1,2.0,Completado
S102331,2024-10-28,Santa Marta,Mantenimiento,App,T042,23.0,19.8,46.0,1000.0,77000.0,0,4.0,Completado
S101615,2024-09-19,Sincelejo,Reparación,Call center,T050,74.0,15.4,85.0,214500.0,191000.0,0,4.0,Reprogramado
S102620,2024-11-12,Montería,Instalación,App,T070,30.0,23.8,157.0,191900.0,328000.0,0,3.0,Cancelado
S105365,2025-03-13,Valledupar,Garantía,Call center,T061,20.0,13.6,105.0,60500.0,0.0,0,5.0,Reprogramado
S113345,2026-03-29,Barranquilla,Garantía,Call center,T090,3.0,23.4,119.0,103200.0,0.0,1,3.0,Completado
S101951,2024-10-08,Santa Marta,Mantenimiento,Call center,T067,59.0,23.8,44.0,10100.0,72000.0,0,4.0,Cancelado
S104398,2025-01-21,Sincelejo,Reparación,App,T004,26.0,8.4,56.0,59700.0,165000.0,0,,Completado
S109600,2025-10-10,Montería,Instalación,Call center,T064,63.0,36.5,134.0,33300.0,166000.0,1,3.0,Completado
S109492,2025-10-06,Barranquilla,Instalación,App,T053,23.0,32.6,145.0,27900.0,337000.0,1,,Completado
S107497,2025-06-28,Barranquilla,Instalación,App,T078,5.0,47.2,194.0,18700.0,111000.0,1,2.0,Completado
S109834,2025-10-22,Barranquilla,Instalación,App,T057,79.0,14.9,145.0,66600.0,336000.0,0,5.0,Completado
S100817,2024-08-07,Sincelejo,Instalación,Web,T050,73.0,11.9,132.0,56500.0,283000.0,0,,Completado
S100201,2024-07-09,Santa Marta,Instalación,Call center,T010,56.0,33.4,121.0,33700.0,411000.0,0,4.0,Completado
S110064,2025-11-03,Cartagena,Reparación,App,T048,56.0,39.0,80.0,122500.0,187000.0,0,4.0,Completado
S110433,2025-11-21,Cartagena,Instalación,Web,T002,64.0,28.9,152.0,50800.0,266000.0,0,4.0,Completado
S100612,2024-07-27,Sincelejo,Reparación,Presencial,T004,20.0,37.5,143.0,12600.0,163000.0,0,4.0,Completado
